LOG_ID,BDD,USUARIO,IP,PID,FECHA_1,HORA_1,FECHA_Y_HORA,COMANDO,DURACION,RESULTADO,VALOR_HORA,VALOR_DURACION,outlier
1,prueba,cesar,192.168.1.62,11452,2020-11-25,12:26:31.196,2020-11-25 12:26:31,SET,0.18,OK,0.0434942125466502,0.018406790060333366,0
2,prueba,cesar,192.168.1.62,11452,2020-11-25,12:26:31.229,2020-11-25 12:26:31,SELECT,2.095,OK,0.043495129212527406,0.2142345843133245,0
3,prueba,cesar,192.168.1.62,11452,2020-11-25,12:26:31.261,2020-11-25 12:26:31,SELECT,4.084,OK,0.04349601810065118,0.4176296144800082,0
4,prueba,cesar,192.168.1.62,11452,2020-11-25,12:26:31.337,2020-11-25 12:26:31,SELECT,0.938,OK,0.043498129209944114,0.09591982820329277,0
5,prueba,cesar,192.168.1.62,11452,2020-11-25,12:27:31.367,2020-11-25 12:27:31,SELECT,0.725,OK,0.04516562777404287,0.07413845996523162,0
6,prueba,cesar,192.168.1.62,11452,2020-11-25,12:27:31.396,2020-11-25 12:27:31,idle,0.0,OK,0.045166433328904576,0.0,0
7,prueba,cesar,192.168.1.62,11454,2020-11-25,12:27:31.397,2020-11-25 12:27:31,,0.0,OK,0.04516646110665845,0.0,0
8,prueba,cesar,192.168.1.62,11454,2020-11-25,12:27:31.473,2020-11-25 12:27:31,authentication,0.0,OK,0.04516857221595183,0.0,0
9,prueba,cesar,192.168.1.62,11454,2020-11-25,12:28:31.504,2020-11-25 12:28:31,SET,0.223,OK,0.04683609855780402,0.022803967685857452,0
10,prueba,cesar,192.168.1.62,11454,2020-11-25,12:28:31.536,2020-11-25 12:28:31,SELECT,1.683,OK,0.04683698744592735,0.172103487064117,0
11,prueba,cesar,192.168.1.62,11454,2020-11-25,12:28:31.568,2020-11-25 12:28:31,SELECT,2.758,OK,0.046837876334050677,0.28203292770221905,0
12,prueba,cesar,192.168.1.62,12587,2020-11-25,12:28:35.311,2020-11-25 12:28:35,SELECT,2.092,OK,0.04694184846674143,0.2139278044789856,0
13,prueba,cesar,192.168.1.62,12587,2020-11-25,12:29:35.342,2020-11-25 12:29:35,SELECT,3.131,OK,0.04860937480859384,0.320175887105021,0
14,prueba,cesar,192.168.1.62,12587,2020-11-25,12:29:35.418,2020-11-25 12:29:35,SELECT,0.889,OK,0.04861148591788722,0.09090909090909091,0
15,prueba,cesar,192.168.1.62,12587,2020-11-25,12:29:35.462,2020-11-25 12:29:35,SELECT,0.658,OK,0.048612708139056826,0.06728704366499642,0
16,prueba,cesar,192.168.1.62,12587,2020-11-25,12:29:35.493,2020-11-25 12:29:35,idle,0.0,OK,0.0486135692494265,0.0,0
17,prueba,cesar,192.168.1.62,12588,2020-11-25,12:30:35.551,2020-11-25 12:30:35,,0.0,OK,0.05028184559063287,0.0,0
18,prueba,cesar,192.168.1.62,12588,2020-11-25,12:30:35.629,2020-11-25 12:30:35,authentication,0.0,OK,0.050284012255433774,0.0,0
19,prueba,cesar,192.168.1.62,11452,2020-11-25,12:30:31.102,2020-11-25 14:26:31,,0.0,OK,0.050158262363718675,0.0,0
20,prueba,cesar,192.168.1.62,11449,2020-11-25,12:30:31.107,2020-11-25 12:30:30,idle,0.0,OK,0.05015840125248783,0.0,0
21,prueba,cesar,192.168.1.62,11452,2020-11-25,12:31:31.166,2020-11-25 12:31:31,authentication,0.0,OK,0.05182670537144807,0.0,0
22,prueba,cesar,192.168.1.62,11452,2020-11-25,12:31:31.196,2020-11-25 12:31:31,SET,0.18,OK,0.05182753870406387,0.018406790060333366,0
23,prueba,cesar,192.168.1.62,11452,2020-11-25,12:31:31.229,2020-11-25 12:31:31,SELECT,2.095,OK,0.05182845536994107,0.2142345843133245,0
24,prueba,cesar,192.168.1.62,11452,2020-11-25,12:32:31.261,2020-11-25 12:32:31,SELECT,4.084,OK,0.05349600948954736,0.4176296144800082,0
25,prueba,cesar,192.168.1.62,11452,2020-11-25,12:32:31.337,2020-11-25 12:32:31,SELECT,0.938,OK,0.053498120598840515,0.09591982820329277,0
26,prueba,cesar,192.168.1.62,11452,2020-11-25,12:32:31.367,2020-11-25 12:32:31,SELECT,0.725,OK,0.05349895393145632,0.07413845996523162,0
27,prueba,cesar,192.168.1.62,11452,2020-11-25,12:32:31.396,2020-11-25 12:32:31,idle,0.0,OK,0.05349975948631802,0.0,0
28,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.397,2020-11-25 12:33:31,,0.0,OK,0.05516645249555485,0.0,0
29,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.473,2020-11-25 12:33:31,authentication,0.0,OK,0.05516856360484801,0.0,0
30,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.504,2020-11-25 12:33:31,SET,0.223,OK,0.05516942471521746,0.022803967685857452,0
31,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.536,2020-11-25 12:33:31,SELECT,1.683,OK,0.055170313603341015,0.172103487064117,0
32,prueba,cesar,192.168.1.62,11454,2020-11-25,12:33:31.568,2020-11-25 12:33:31,SELECT,2.758,OK,0.055171202491464344,0.28203292770221905,0
33,prueba,cesar,192.168.1.62,11457,2020-11-25,12:34:32.387,2020-11-25 12:34:32,SELECT,2.273,OK,0.05686061770335682,0.2324368544840986,0
34,prueba,cesar,192.168.1.62,11457,2020-11-25,12:34:32.416,2020-11-25 12:34:32,idle,0.0,OK,0.05686142325821897,0.0,0
35,prueba,cesar,192.168.1.62,11458,2020-11-25,12:34:32.417,2020-11-25 12:34:32,,0.0,OK,0.05686145103597262,0.0,0
36,prueba,cesar,192.168.1.62,11458,2020-11-25,12:34:32.494,2020-11-25 12:34:32,authentication,0.0,OK,0.056863589923019875,0.0,0
37,prueba,cesar,192.168.1.62,11458,2020-11-25,12:35:32.524,2020-11-25 12:35:32,SET,0.173,OK,0.05853108848711819,0.017690970446875957,0
38,prueba,cesar,192.168.1.62,11458,2020-11-25,12:35:32.557,2020-11-25 12:35:32,SELECT,2.178,OK,0.05853200515299539,0.22272215973003376,0
39,prueba,cesar,192.168.1.62,11458,2020-11-25,12:35:32.590,2020-11-25 12:35:32,SELECT,4.621,OK,0.05853292181887282,0.47254320482666945,0
40,prueba,cesar,192.168.1.62,11458,2020-11-25,12:35:32.664,2020-11-25 12:35:32,SELECT,0.686,OK,0.05853497737265845,0.07015032211882606,0
41,prueba,cesar,192.168.1.62,11458,2020-11-25,12:36:32.694,2020-11-25 12:36:32,SELECT,1.102,OK,0.06020247593675676,0.11269045914715208,0
42,prueba,cesar,192.168.1.62,11458,2020-11-25,12:36:32.724,2020-11-25 12:36:32,idle,0.0,OK,0.06020330926937256,0.0,0
43,prueba,cesar,192.168.1.62,11461,2020-11-25,12:36:32.786,2020-11-25 12:36:32,,0.0,OK,0.06020503149011169,0.0,0
44,prueba,cesar,192.168.1.62,11461,2020-11-25,12:36:32.861,2020-11-25 12:36:32,authentication,0.0,OK,0.0602071148216512,0.0,0
45,prueba,cesar,192.168.1.62,11461,2020-11-25,12:36:32.892,2020-11-25 12:36:32,SET,0.229,OK,0.06020797593202065,0.02341752735453523,0
46,prueba,cesar,192.168.1.62,11461,2020-11-25,12:37:32.925,2020-11-25 12:37:32,SELECT,2.231,OK,0.06187555782938081,0.22814193680335412,0
47,prueba,cesar,192.168.1.62,11461,2020-11-25,12:37:32.958,2020-11-25 12:37:32,SELECT,4.443,OK,0.061876474495258016,0.45434093465589526,0
48,prueba,cesar,192.168.1.62,12588,2020-11-25,12:37:35.874,2020-11-25 12:37:35,SELECT,0.488,OK,0.06195747442550803,0.04990285305245935,0
49,prueba,cesar,192.168.1.62,12588,2020-11-25,12:37:35.905,2020-11-25 12:37:35,idle,0.0,OK,0.06195833553587771,0.0,0
50,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.546,2020-11-25 12:27:44,,0.0,OK,0.06386502833844765,0.0,0
51,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.624,2020-11-25 12:38:44,authentication,0.0,OK,0.06386719500324878,0.0,0
52,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.654,2020-11-25 12:38:44,SET,0.378,OK,0.06386802833586436,0.03865425912670008,0
53,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.685,2020-11-25 12:38:44,SELECT,2.19,OK,0.06386888944623403,0.22394927906738932,0
54,prueba,cesar,192.168.1.62,12610,2020-11-25,12:38:44.717,2020-11-25 12:38:44,SELECT,2.671,OK,0.06386977833435759,0.27313631250639125,0
55,prueba,cesar,192.168.1.62,12610,2020-11-25,12:39:44.808,2020-11-25 12:39:44,SELECT,1.597,OK,0.06553897134144138,0.16330913181306883,0
56,prueba,cesar,192.168.1.62,12610,2020-11-25,12:39:44.839,2020-11-25 12:39:44,SELECT,1.906,OK,0.06553983245181083,0.19490745474997442,0
57,prueba,cesar,192.168.1.62,12610,2020-11-25,12:39:44.872,2020-11-25 12:39:44,SELECT,4.015,OK,0.06554074911768826,0.41057367829021374,0
58,prueba,cesar,192.168.1.62,12610,2020-11-25,12:39:44.899,2020-11-25 12:39:44,SELECT,1.369,OK,0.06554149911704243,0.13999386440331324,0
59,prueba,cesar,192.168.1.62,12610,2020-11-25,12:40:44.929,2020-11-25 12:40:44,SELECT,0.59,OK,0.06720899768114097,0.06033336741998159,0
60,prueba,cesar,192.168.1.62,12610,2020-11-25,12:40:44.960,2020-11-25 12:40:44,SELECT,0.871,OK,0.06720985879151042,0.08906841190305757,0
61,prueba,cesar,192.168.1.62,12610,2020-11-25,12:40:44.990,2020-11-25 12:40:44,SELECT,0.845,OK,0.06721069212412623,0.0864096533387872,0
62,prueba,cesar,192.168.1.62,12610,2020-11-25,12:40:45.428,2020-11-25 12:40:44,SELECT,8.591,OK,0.06722285878031586,0.8785151856017998,1
63,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:45.817,2020-11-25 12:41:44,SELECT,3.834,OK,0.06890032955804948,0.39206462828510075,0
64,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.217,2020-11-25 12:41:44,SELECT,0.535,OK,0.06891144065959276,0.05470907045710196,0
65,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.248,2020-11-25 12:41:44,SELECT,0.447,OK,0.06891230176996221,0.045710195316494534,0
66,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.279,2020-11-25 12:41:44,SELECT,0.686,OK,0.06891316288033189,0.07015032211882606,0
67,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.308,2020-11-25 12:41:44,SELECT,0.533,OK,0.06891396843519382,0.0545045505675427,0
68,prueba,cesar,192.168.1.62,12610,2020-11-25,12:41:46.340,2020-11-25 12:41:44,idle,0.0,OK,0.06891485732331737,0.0,0
69,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:52.881,2020-11-25 12:27:52,,0.0,OK,0.07076321684278541,0.0,0
70,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:52.959,2020-11-25 12:42:52,authentication,0.0,OK,0.07076538350758632,0.0,0
71,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:52.989,2020-11-25 12:42:52,SET,0.262,OK,0.07076621684020212,0.026792105532263015,0
72,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:53.022,2020-11-25 12:42:52,SELECT,1.843,OK,0.07076713350607955,0.18846507822885777,0
73,prueba,cesar,192.168.1.62,12627,2020-11-25,12:42:53.055,2020-11-25 12:42:52,SELECT,4.449,OK,0.07076805017195675,0.4549544943245731,0
74,prueba,cesar,192.168.1.62,12627,2020-11-25,12:43:53.144,2020-11-25 12:43:52,SELECT,1.834,OK,0.0724371876235328,0.1875447387258411,0
75,prueba,cesar,192.168.1.62,12627,2020-11-25,12:43:53.175,2020-11-25 12:43:52,SELECT,2.348,OK,0.07243804873390247,0.2401063503425708,0
76,prueba,cesar,192.168.1.62,12627,2020-11-25,12:43:53.207,2020-11-25 12:43:52,SELECT,3.412,OK,0.0724389376220258,0.34891093158809694,0
77,prueba,cesar,192.168.1.62,12627,2020-11-25,12:43:53.235,2020-11-25 12:43:52,SELECT,1.518,OK,0.07243971539913385,0.15523059617547807,0
78,prueba,cesar,192.168.1.62,12627,2020-11-25,12:44:53.265,2020-11-25 12:44:52,SELECT,0.391,OK,0.07410721396323217,0.039983638408835266,0
79,prueba,cesar,192.168.1.62,12627,2020-11-25,12:44:53.294,2020-11-25 12:44:52,SELECT,0.925,OK,0.07410801951809431,0.09459044892115759,0
80,prueba,cesar,192.168.1.62,12627,2020-11-25,12:44:53.325,2020-11-25 12:44:52,SELECT,0.376,OK,0.07410888062846399,0.03844973923714082,0
81,prueba,cesar,192.168.1.62,12627,2020-11-25,12:44:53.416,2020-11-25 12:44:52,SELECT,0.52,OK,0.07411140840406505,0.05317517128540751,0
82,prueba,cesar,192.168.1.62,12627,2020-11-25,12:45:53.446,2020-11-25 12:44:52,SELECT,0.382,OK,0.07577890696816336,0.0390632989058186,0
83,prueba,cesar,192.168.1.62,12627,2020-11-25,12:45:53.478,2020-11-25 12:45:52,idle,0.0,OK,0.07577979585628691,0.0,0
84,prueba,karen,192.168.1.62,12636,2020-11-25,12:45:56.437,2020-11-25 12:45:56,,0.0,OK,0.07586199022995288,0.0,0
85,prueba,karen,192.168.1.79,12636,2020-11-25,12:45:56.506,2020-11-25 12:45:56,authentication,0.0,OK,0.07586390689496891,0.0,0
86,prueba,karen,192.168.1.79,12636,2020-11-25,12:46:56.538,2020-11-25 12:46:56,SET,0.216,OK,0.0775314610145752,0.022088148072400043,0
87,prueba,karen,192.168.1.79,12636,2020-11-25,12:46:56.570,2020-11-25 12:46:56,SELECT,1.885,OK,0.07753234990269853,0.19275999590960222,0
88,prueba,karen,192.168.1.79,12636,2020-11-25,12:46:56.601,2020-11-25 12:47:56,SELECT,3.462,OK,0.0775332110130682,0.35402392882707845,0
89,prueba,karen,192.168.1.79,12636,2020-11-25,12:47:56.675,2020-11-25 12:47:56,SET,0.09,OK,0.07920193179833657,0.009203395030166683,0
90,prueba,karen,192.168.1.79,12636,2020-11-25,12:47:56.706,2020-11-25 12:47:56,SELECT,1.935,OK,0.07920279290870602,0.19787299314858373,0
91,prueba,karen,192.168.1.79,12636,2020-11-25,12:47:56.736,2020-11-25 12:47:56,SELECT,0.487,OK,0.07920362624132182,0.04980059310767972,0
92,prueba,karen,192.168.1.79,10028,2020-11-25,12:48:14.071,2020-11-25 12:48:13,authentication,0.0,OK,0.07968515360445094,0.0,0
93,prueba,karen,192.168.1.79,10028,2020-11-25,12:48:14.102,2020-11-25 12:48:13,SET,0.171,OK,0.07968601471482062,0.0174864505573167,0
94,prueba,karen,192.168.1.79,10028,2020-11-25,12:48:14.134,2020-11-25 12:48:13,SELECT,1.712,OK,0.07968690360294417,0.17506902546272626,0
95,prueba,karen,192.168.1.79,10028,2020-11-25,12:48:14.165,2020-11-25 12:48:13,SELECT,2.603,OK,0.07968776471331362,0.26618263626137645,0
96,prueba,karen,192.168.1.79,10024,2020-11-25,12:49:13.358,2020-11-25 12:49:13,idle,0.0,OK,0.08133201329743289,0.0,0
97,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.417,2020-11-25 12:49:13,authentication,0.0,OK,0.08133365218491062,0.0,0
98,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.449,2020-11-25 12:49:13,SET,0.213,OK,0.08133454107303395,0.021781368238061153,0
99,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.481,2020-11-25 12:49:13,SELECT,2.259,OK,0.0813354299611575,0.23100521525718376,0
100,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.513,2020-11-25 12:49:13,SELECT,3.893,OK,0.08133631884928105,0.3980979650270989,0
101,prueba,karen,192.168.1.79,10025,2020-11-25,12:49:13.587,2020-11-25 12:49:13,SELECT,0.879,OK,0.08133837440306624,0.08988649146129461,0
102,prueba,karen,192.168.1.79,10025,2020-11-25,12:50:13.618,2020-11-25 12:50:13,SELECT,0.957,OK,0.08300590074491865,0.09786276715410573,0
103,prueba,karen,192.168.1.79,10025,2020-11-25,12:50:13.647,2020-11-25 12:50:13,idle,0.0,OK,0.08300670629978057,0.0,0
104,prueba,karen,192.168.1.79,10021,2020-11-25,12:50:13.098,2020-11-25 12:50:12,idle,0.0,OK,0.0829914563129126,0.0,0
105,prueba,karen,192.168.1.79,10024,2020-11-25,12:50:13.158,2020-11-25 12:50:13,authentication,0.0,OK,0.08299312297814398,0.0,0
106,prueba,karen,192.168.1.79,10024,2020-11-25,12:51:13.188,2020-11-25 12:51:13,SET,0.17,OK,0.08466062154224252,0.01738419061253707,0
107,prueba,karen,192.168.1.79,10024,2020-11-25,12:51:13.220,2020-11-25 12:51:13,SELECT,1.681,OK,0.08466151043036585,0.17189896717455774,0
108,prueba,karen,192.168.1.79,10024,2020-11-25,12:51:13.252,2020-11-25 12:51:13,SELECT,3.22,OK,0.0846623993184894,0.32927702219040805,0
109,prueba,karen,192.168.1.79,10024,2020-11-25,12:51:13.327,2020-11-25 12:51:13,SELECT,0.708,OK,0.0846644826500289,0.0724000409039779,0
110,prueba,karen,192.168.1.79,10028,2020-11-25,12:52:14.302,2020-11-25 12:52:13,SELECT,1.102,OK,0.0863582311915232,0.11269045914715208,0
111,prueba,karen,192.168.1.79,10028,2020-11-25,12:52:14.332,2020-11-25 12:52:13,idle,0.0,OK,0.08635906452413877,0.0,0
112,prueba,karen,192.168.1.79,10047,2020-11-25,12:52:23.474,2020-11-25 12:52:23,authentication,0.0,OK,0.08661300874990907,0.0,0
113,prueba,karen,192.168.1.79,10047,2020-11-25,12:52:23.503,2020-11-25 12:52:23,SET,0.186,OK,0.086613814304771,0.019020349729011145,0
114,prueba,karen,192.168.1.79,10047,2020-11-25,12:52:23.536,2020-11-25 12:52:23,SELECT,1.688,OK,0.0866147309706482,0.17261478678801515,0
115,prueba,karen,192.168.1.79,10047,2020-11-25,12:53:23.567,2020-11-25 12:53:23,SELECT,2.789,OK,0.08828225731250061,0.28520298599038757,0
116,prueba,karen,192.168.1.79,10047,2020-11-25,12:53:23.660,2020-11-25 12:53:23,SELECT,1.726,OK,0.08828484064360942,0.17650066468964107,0
117,prueba,karen,192.168.1.79,10047,2020-11-25,12:53:25.885,2020-11-25 12:53:23,SELECT,0.454,OK,0.08834664614594345,0.04642601492995194,0
118,prueba,karen,192.168.1.79,10047,2020-11-25,12:53:25.916,2020-11-25 12:53:23,SELECT,0.585,OK,0.08834750725631313,0.05982206769608344,0
119,prueba,karen,192.168.1.79,10047,2020-11-25,12:54:25.945,2020-11-25 12:54:23,SELECT,0.533,OK,0.09001497804265757,0.0545045505675427,0
120,prueba,karen,192.168.1.79,10047,2020-11-25,12:54:25.976,2020-11-25 12:54:23,idle,0.0,OK,0.09001583915302724,0.0,0
121,prueba,karen,192.168.1.79,10079,2020-11-25,12:54:37.117,2020-11-25 12:54:37,,0.0,OK,0.09032531110875985,0.0,0
122,prueba,karen,192.168.1.79,10079,2020-11-25,12:54:37.191,2020-11-25 12:54:37,authentication,0.0,OK,0.09032736666254548,0.0,0
123,prueba,karen,192.168.1.79,10079,2020-11-25,12:55:37.223,2020-11-25 12:55:37,SET,0.208,OK,0.09199492078215155,0.021270068514163003,0
124,prueba,karen,192.168.1.79,10079,2020-11-25,12:55:37.255,2020-11-25 12:55:37,SELECT,2.339,OK,0.0919958096702751,0.23918601083955415,0
125,prueba,karen,192.168.1.79,10079,2020-11-25,12:55:37.287,2020-11-25 12:55:37,SELECT,4.376,OK,0.09199669855839843,0.44748951835566014,0
126,prueba,karen,192.168.1.79,10079,2020-11-25,12:55:37.378,2020-11-25 12:55:37,SELECT,2.125,OK,0.09199922633399948,0.21730238265671337,0
127,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.442,2020-11-25 12:56:37,SELECT,4.818,OK,0.0936676693417291,0.49268841394825647,0
128,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.469,2020-11-25 12:56:37,SELECT,1.212,OK,0.09366841934108328,0.12393905307291134,0
129,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.498,2020-11-25 12:56:37,SELECT,0.298,OK,0.09366922489594498,0.030473463544329685,0
130,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.529,2020-11-25 12:56:37,SELECT,0.915,OK,0.09367008600631466,0.09356784947336129,0
131,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.590,2020-11-25 12:56:37,SELECT,0.734,OK,0.09367178044930013,0.07505879946824828,0
132,prueba,karen,192.168.1.79,10079,2020-11-25,12:56:37.620,2020-11-25 12:56:37,idle,0.0,OK,0.09367261378191594,0.0,0
133,prueba,karen,192.168.1.79,10082,2020-11-25,12:57:37.640,2020-11-25 12:57:37,,0.0,OK,0.09533983456847572,0.0,0
134,prueba,karen,192.168.1.79,10082,2020-11-25,12:57:37.727,2020-11-25 12:57:37,authentication,0.0,OK,0.0953422512330615,0.0,0
135,prueba,karen,192.168.1.79,10082,2020-11-25,12:57:37.758,2020-11-25 12:57:37,SET,0.197,OK,0.09534311234343096,0.020145209121587078,0
136,prueba,karen,192.168.1.79,10082,2020-11-25,12:57:37.790,2020-11-25 12:57:37,SELECT,1.806,OK,0.09534400123155429,0.18468146027201146,0
137,prueba,karen,192.168.1.79,10082,2020-11-25,12:58:37.826,2020-11-25 12:58:37,SELECT,6.494,OK,0.09701166646217607,0.664076081398916,1
138,prueba,karen,192.168.1.79,10083,2020-11-25,12:58:37.939,2020-11-25 12:58:37,,0.0,OK,0.09701480534836215,0.0,0
139,prueba,karen,192.168.1.79,10082,2020-11-25,12:58:37.944,2020-11-25 12:58:37,idle,0.0,OK,0.0970149442371313,0.0,0
140,prueba,karen,192.168.1.79,10083,2020-11-25,12:58:38.004,2020-11-25 12:58:37,authentication,0.0,OK,0.09701661090236269,0.0,0
141,prueba,karen,192.168.1.79,10083,2020-11-25,12:58:38.035,2020-11-25 12:58:37,SET,0.255,OK,0.09701747201273236,0.026076285918805606,0
142,prueba,karen,192.168.1.79,10083,2020-11-25,12:59:38.069,2020-11-25 12:59:37,SELECT,1.716,OK,0.09868508168784618,0.17547806524184478,0
143,prueba,karen,192.168.1.79,10083,2020-11-25,12:59:38.100,2020-11-25 12:59:37,SELECT,2.584,OK,0.09868594279821585,0.26423969731056346,0
144,prueba,karen,192.168.1.79,10083,2020-11-25,12:59:38.252,2020-11-25 12:59:37,idle,0.0,OK,0.09869016501680217,0.0,0
145,prueba,karen,192.168.1.79,17968,2020-11-25,13:01:20.315,2020-11-25 13:01:19,SELECT,1.69,OK,0.10152524590881584,0.1728193066775744,0
146,prueba,karen,192.168.1.79,17968,2020-11-25,13:01:20.344,2020-11-25 13:01:19,idle,0.0,OK,0.10152605146367799,0.0,0
147,prueba,karen,192.168.1.79,17969,2020-11-25,13:02:20.348,2020-11-25 13:02:20,,0.0,OK,0.103192827806176,0.0,0
148,prueba,karen,192.168.1.79,17969,2020-11-25,13:02:20.422,2020-11-25 13:02:20,authentication,0.0,OK,0.10319488335996163,0.0,0
149,prueba,karen,192.168.1.79,17969,2020-11-25,13:03:20.452,2020-11-25 13:03:20,SET,0.201,OK,0.10486238192405994,0.020554248900705598,0
150,prueba,karen,192.168.1.79,17969,2020-11-25,13:03:20.486,2020-11-25 13:03:20,SELECT,2.087,OK,0.10486332636769125,0.21341650475508747,0
151,prueba,karen,192.168.1.79,17969,2020-11-25,13:04:20.516,2020-11-25 13:04:20,SELECT,2.648,OK,0.10653082493178956,0.2707843337764598,0
152,prueba,karen,192.168.1.79,17969,2020-11-25,13:04:20.594,2020-11-25 13:04:20,SELECT,0.992,OK,0.10653299159659047,0.10144186522139279,0
153,prueba,karen,192.168.1.79,17969,2020-11-25,13:05:20.624,2020-11-25 13:05:20,SELECT,1.184,OK,0.108200490160689,0.1210757746190817,0
154,prueba,karen,192.168.1.79,17969,2020-11-25,13:05:20.654,2020-11-25 13:05:20,idle,0.0,OK,0.1082013234933048,0.0,0
155,prueba,karen,192.168.1.79,17970,2020-11-25,13:06:20.733,2020-11-25 13:06:20,authentication,0.0,OK,0.1098701831673421,0.0,0
156,prueba,karen,192.168.1.79,17970,2020-11-25,13:06:20.763,2020-11-25 13:06:20,SET,0.233,OK,0.10987101649995812,0.02382656713365375,0
157,prueba,karen,192.168.1.79,17970,2020-11-25,13:07:20.793,2020-11-25 13:07:20,SELECT,2.276,OK,0.11153851506405643,0.23274363431843745,0
158,prueba,karen,192.168.1.79,17970,2020-11-25,13:07:20.827,2020-11-25 13:07:20,SELECT,4.799,OK,0.11153945950768773,0.4907454749974436,0
159,prueba,karen,192.168.1.79,17970,2020-11-25,13:08:20.900,2020-11-25 13:08:20,SELECT,1.213,OK,0.113208152515202,0.12404131301769099,0
160,prueba,karen,192.168.1.79,17970,2020-11-25,13:08:20.931,2020-11-25 13:08:20,SELECT,1.067,OK,0.11320901362557168,0.10911136107986502,0
161,prueba,karen,192.168.1.79,17970,2020-11-25,13:09:20.961,2020-11-25 13:09:20,idle,0.0,OK,0.11487651218966999,0.0,0
162,prueba,karen,192.168.1.79,17978,2020-11-25,13:09:21.762,2020-11-25 13:09:21,,0.0,OK,0.1148987621705102,0.0,0
163,prueba,karen,192.168.1.79,17978,2020-11-25,13:10:21.824,2020-11-25 13:10:21,authentication,0.0,OK,0.11656714962273207,0.0,0
164,prueba,karen,192.168.1.79,17978,2020-11-25,13:10:21.855,2020-11-25 13:10:21,SET,0.246,OK,0.11656801073310175,0.025155946415788936,0
165,prueba,karen,192.168.1.79,17978,2020-11-25,13:11:21.887,2020-11-25 13:11:21,SELECT,1.962,OK,0.11823556485270803,0.2006340116576337,0
166,prueba,karen,192.168.1.79,10169,2020-11-25,13:11:18.667,2020-11-25 13:11:18,,0.0,OK,0.11814612048528494,0.0,0
167,prueba,karen,192.168.1.79,10012,2020-11-25,13:12:10.732,2020-11-25 13:12:10,,0.0,OK,0.11959236923990413,0.0,0
168,prueba,karen,192.168.1.79,10012,2020-11-25,13:12:10.810,2020-11-25 13:12:10,authentication,0.0,OK,0.11959453590470526,0.0,0
169,prueba,karen,192.168.1.79,10012,2020-11-25,13:13:10.847,2020-11-25 13:13:10,SELECT,6.676,OK,0.12126222891308047,0.6826873913488087,1
170,prueba,karen,192.168.1.79,10012,2020-11-25,13:13:10.870,2020-11-25 13:13:10,idle,0.0,OK,0.12126286780141937,0.0,0
171,prueba,karen,192.168.1.79,10015,2020-11-25,13:14:11.388,2020-11-25 13:14:11,,0.0,OK,0.12294392190940062,0.0,0
172,prueba,karen,192.168.1.79,10015,2020-11-25,13:14:11.461,2020-11-25 13:14:11,authentication,0.0,OK,0.12294594968543215,0.0,0
173,prueba,karen,192.168.1.79,10015,2020-11-25,13:15:11.498,2020-11-25 13:15:11,SELECT,5.465,OK,0.12461364269380759,0.558850598220677,1
174,prueba,karen,192.168.1.79,10016,2020-11-25,13:15:11.521,2020-11-25 13:15:11,,0.0,OK,0.12461428158214627,0.0,0
175,prueba,karen,192.168.1.79,10016,2020-11-25,13:16:11.599,2020-11-25 13:16:11,authentication,0.0,OK,0.1262831134784299,0.0,0
176,prueba,karen,192.168.1.79,10016,2020-11-25,13:16:11.629,2020-11-25 13:16:11,SET,0.195,OK,0.1262839468110457,0.019940689232027818,0
177,prueba,karen,192.168.1.79,10016,2020-11-25,13:17:11.682,2020-11-25 13:17:11,SELECT,2.772,OK,0.12795208426348292,0.28346456692913385,0
178,prueba,karen,192.168.1.79,10016,2020-11-25,13:17:11.711,2020-11-25 13:17:11,SELECT,5.707,OK,0.12795288981834485,0.5835975048573474,1
179,prueba,karen,192.168.1.79,10016,2020-11-25,13:18:11.800,2020-11-25 13:18:11,SELECT,2.034,OK,0.1296220272699209,0.20799672768176705,0
